sizeid	brand	region	gender	chest	neck	sleeve	torsolength	hips	waist	size
-40	marksspencer	portugal	female	0.9652					0.7874	42/M
-20	marksspencer	portugal	female	1.0160					0.8382	44/L
0	marksspencer	portugal	female	1.0668					0.8890	46/L
20	marksspencer	portugal	female	1.1176					0.9398	48/XL
40	marksspencer	portugal	female	1.1684					1.0160	50/XL
60	marksspencer	portugal	female	1.2446					1.0668	52/XXL
80	marksspencer	portugal	female	1.2954					1.1176	54/XXL
100	marksspencer	portugal	female	1.3716					1.1938	56/XXXL
120	marksspencer	portugal	female	1.4224					1.2446	58/XXXL
-120	marksspencer	france	female	0.7874					0.6350	34/XS
-100	marksspencer	france	female	0.8128					0.6604	36/S
-80	marksspencer	france	female	0.8636					0.6858	38/S
-60	marksspencer	france	female	0.9144					0.7366	40/M
-40	marksspencer	france	female	0.9652					0.7874	42/M
-20	marksspencer	france	female	1.0160					0.8382	44/L
0	marksspencer	france	female	1.0668					0.8890	46/L
20	marksspencer	france	female	1.1176					0.9398	48/XL
40	marksspencer	france	female	1.1684					1.0160	50/XL
60	marksspencer	france	female	1.2446					1.0668	52/XXL
80	marksspencer	france	female	1.2954					1.1176	54/XXL
100	marksspencer	france	female	1.3716					1.1938	56/XXXL
120	marksspencer	france	female	1.4224					1.2446	58/XXXL
-120	marksspencer	belgium	female	0.7874					0.6350	34/XS
-100	marksspencer	belgium	female	0.8128					0.6604	36/S
-80	marksspencer	belgium	female	0.8636					0.6858	38/S
-60	marksspencer	belgium	female	0.9144					0.7366	40/M
-40	marksspencer	belgium	female	0.9652					0.7874	42/M
-20	marksspencer	belgium	female	1.0160					0.8382	44/L
0	marksspencer	belgium	female	1.0668					0.8890	46/L
20	marksspencer	belgium	female	1.1176					0.9398	48/XL
40	marksspencer	belgium	female	1.1684					1.0160	50/XL
60	marksspencer	belgium	female	1.2446					1.0668	52/XXL
80	marksspencer	belgium	female	1.2954					1.1176	54/XXL
100	marksspencer	belgium	female	1.3716					1.1938	56/XXXL
120	marksspencer	belgium	female	1.4224					1.2446	58/XXXL
-120	marksspencer	austria	female	0.7874					0.6350	32/XS
-100	marksspencer	austria	female	0.8128					0.6604	34/S
-80	marksspencer	austria	female	0.8636					0.6858	36/S
-60	marksspencer	austria	female	0.9144					0.7366	38/M
-40	marksspencer	austria	female	0.9652					0.7874	40/M
-20	marksspencer	austria	female	1.0160					0.8382	42/L
0	marksspencer	austria	female	1.0668					0.8890	44/L
20	marksspencer	austria	female	1.1176					0.9398	46/XL
40	marksspencer	austria	female	1.1684					1.0160	48/XL
60	marksspencer	austria	female	1.2446					1.0668	50/XXL
80	marksspencer	austria	female	1.2954					1.1176	52/XXL
100	marksspencer	austria	female	1.3716					1.1938	54/XXXL
120	marksspencer	austria	female	1.4224					1.2446	56/XXXL
-120	marksspencer	germany	female	0.7874					0.6350	32/XS
-100	marksspencer	germany	female	0.8128					0.6604	34/S
-80	marksspencer	germany	female	0.8636					0.6858	36/S
-60	marksspencer	germany	female	0.9144					0.7366	38/M
-40	marksspencer	germany	female	0.9652					0.7874	40/M
-20	marksspencer	germany	female	1.0160					0.8382	42/L
0	marksspencer	germany	female	1.0668					0.8890	44/L
20	marksspencer	germany	female	1.1176					0.9398	46/XL
40	marksspencer	germany	female	1.1684					1.0160	48/XL
60	marksspencer	germany	female	1.2446					1.0668	50/XXL
80	marksspencer	germany	female	1.2954					1.1176	52/XXL
100	marksspencer	germany	female	1.3716					1.1938	54/XXXL
120	marksspencer	germany	female	1.4224					1.2446	56/XXXL
-120	marksspencer	uk	female	0.7874					0.6350	6/XS
-100	marksspencer	uk	female	0.8128					0.6604	8/S
-80	marksspencer	uk	female	0.8636					0.6858	10/S
-60	marksspencer	uk	female	0.9144					0.7366	12/M
-40	marksspencer	uk	female	0.9652					0.7874	14/M
-20	marksspencer	uk	female	1.0160					0.8382	16/L
0	marksspencer	uk	female	1.0668					0.8890	18/L
20	marksspencer	uk	female	1.1176					0.9398	20/XL
40	marksspencer	uk	female	1.1684					1.0160	22/XL
60	marksspencer	uk	female	1.2446					1.0668	24/XXL
80	marksspencer	uk	female	1.2954					1.1176	26/XXL
100	marksspencer	uk	female	1.3716					1.1938	28/XXXL
120	marksspencer	uk	female	1.4224					1.2446	30/XXXL
-120	marksspencer	switzerland	female	0.7874					0.6350	32/XS
-100	marksspencer	switzerland	female	0.8128					0.6604	34/S
-80	marksspencer	switzerland	female	0.8636					0.6858	36/S
-60	marksspencer	switzerland	female	0.9144					0.7366	38/M
-40	marksspencer	switzerland	female	0.9652					0.7874	40/M
-20	marksspencer	switzerland	female	1.0160					0.8382	42/L
0	marksspencer	switzerland	female	1.0668					0.8890	44/L
20	marksspencer	switzerland	female	1.1176					0.9398	46/XL
40	marksspencer	switzerland	female	1.1684					1.0160	48/XL
60	marksspencer	switzerland	female	1.2446					1.0668	50/XXL
80	marksspencer	switzerland	female	1.2954					1.1176	52/XXL
100	marksspencer	switzerland	female	1.3716					1.1938	54/XXXL
120	marksspencer	switzerland	female	1.4224					1.2446	56/XXXL
-120	marksspencer	sweden	female	0.7874					0.6350	32/XS
-100	marksspencer	sweden	female	0.8128					0.6604	34/S
-80	marksspencer	sweden	female	0.8636					0.6858	36/S
-60	marksspencer	sweden	female	0.9144					0.7366	38/M
-40	marksspencer	sweden	female	0.9652					0.7874	40/M
-20	marksspencer	sweden	female	1.0160					0.8382	42/L
0	marksspencer	sweden	female	1.0668					0.8890	44/L
20	marksspencer	sweden	female	1.1176					0.9398	46/XL
40	marksspencer	sweden	female	1.1684					1.0160	48/XL
60	marksspencer	sweden	female	1.2446					1.0668	50/XXL
80	marksspencer	sweden	female	1.2954					1.1176	52/XXL
100	marksspencer	sweden	female	1.3716					1.1938	54/XXXL
120	marksspencer	sweden	female	1.4224					1.2446	56/XXXL
-120	marksspencer	spain	female	0.7874					0.6350	34/XS
-100	marksspencer	spain	female	0.8128					0.6604	36/S
-80	marksspencer	spain	female	0.8636					0.6858	38/S
-60	marksspencer	spain	female	0.9144					0.7366	40/M
-40	marksspencer	spain	female	0.9652					0.7874	42/M
-20	marksspencer	spain	female	1.0160					0.8382	44/L
0	marksspencer	spain	female	1.0668					0.8890	46/L
20	marksspencer	spain	female	1.1176					0.9398	48/XL
40	marksspencer	spain	female	1.1684					1.0160	50/XL
60	marksspencer	spain	female	1.2446					1.0668	52/XXL
80	marksspencer	spain	female	1.2954					1.1176	54/XXL
100	marksspencer	spain	female	1.3716					1.1938	56/XXXL
120	marksspencer	spain	female	1.4224					1.2446	58/XXXL
-40	marksspencer	uk	male	0.9400	0.3750					S
-20	marksspencer	uk	male	0.9950	0.4000					M
0	marksspencer	uk	male	1.0650	0.4250					L
20	marksspencer	uk	male	1.1450	0.4500					XL
40	marksspencer	uk	male	1.2200	0.4750					XXL
-40	mela	europe	female	0.8100					0.6600	36/S
-20	mela	europe	female	0.8600					0.6850	38/S,M
0	mela	europe	female	0.9150					0.7350	40/M,L
20	mela	europe	female	0.9650					0.7850	42/L
40	mela	europe	female	1.0150					0.8350	44
-40	mela	us	female	0.8100					0.6600	4/S
-20	mela	us	female	0.8600					0.6850	6/S,M
0	mela	us	female	0.9150					0.7350	7/M,L
20	mela	us	female	0.9650					0.7850	10/L
40	mela	us	female	1.0150					0.8350	12
-40	mela	uk	female	0.8100					0.6600	8/S
-20	mela	uk	female	0.8600					0.6850	10/S,M
0	mela	uk	female	0.9150					0.7350	12/M,L
20	mela	uk	female	0.9650					0.7850	14/L
40	mela	uk	female	1.0150					0.8350	16
-80	monsoon	europe	female	0.7500					0.5800	34/S
-60	monsoon	europe	female	0.8200					0.6300	36/S
-40	monsoon	europe	female	0.8700					0.6800	38/S
-20	monsoon	europe	female	0.9200					0.7300	40/M
0	monsoon	europe	female	0.9700					0.7800	42/M
20	monsoon	europe	female	1.0200					0.8300	44/L
40	monsoon	europe	female	1.0700					0.8800	46/L
60	monsoon	europe	female	1.1200					0.9500	48/XL
80	monsoon	europe	female	1.1700					1.0200	50/XL
-80	monsoon	us	female	0.7500					0.5800	2/S
-60	monsoon	us	female	0.8200					0.6300	4/S
-40	monsoon	us	female	0.8700					0.6800	6/S
-20	monsoon	us	female	0.9200					0.7300	8/M
0	monsoon	us	female	0.9700					0.7800	10/M
20	monsoon	us	female	1.0200					0.8300	12/L
40	monsoon	us	female	1.0700					0.8800	14/L
60	monsoon	us	female	1.1200					0.9500	16/XL
80	monsoon	us	female	1.1700					1.0200	18/XL
-80	monsoon	uk	female	0.7500					0.5800	6/S
-60	monsoon	uk	female	0.8200					0.6300	8/S
-40	monsoon	uk	female	0.8700					0.6800	10/S
-20	monsoon	uk	female	0.9200					0.7300	12/M
0	monsoon	uk	female	0.9700					0.7800	14/M
20	monsoon	uk	female	1.0200					0.8300	16/L
40	monsoon	uk	female	1.0700					0.8800	18/L
60	monsoon	uk	female	1.1200					0.9500	20/XL
80	monsoon	uk	female	1.1700					1.0200	22/XL
-60	newlook	europe	female	0.8000					0.6200	34
-40	newlook	europe	female	0.8400					0.6600	36/S,M
-20	newlook	europe	female	0.8800					0.7000	38/S,M
0	newlook	europe	female	0.9300					0.7500	40/S,M
20	newlook	europe	female	0.9800					0.8000	42/M,L
40	newlook	europe	female	1.0400					0.8700	44/M,L
60	newlook	europe	female	1.1200					0.9400	46
-60	newlook	us	female	0.8000					0.6200	2
-40	newlook	us	female	0.8400					0.6600	4/S,M
-20	newlook	us	female	0.8800					0.7000	6/S,M
0	newlook	us	female	0.9300					0.7500	8/S,M
20	newlook	us	female	0.9800					0.8000	10/M,L
40	newlook	us	female	1.0400					0.8700	12/M,L
60	newlook	us	female	1.1200					0.9400	14
-60	newlook	uk	female	0.8000					0.6200	6
-40	newlook	uk	female	0.8400					0.6600	8/S,M
-20	newlook	uk	female	0.8800					0.7000	10/S,M
0	newlook	uk	female	0.9300					0.7500	12/S,M
20	newlook	uk	female	0.9800					0.8000	14/M,L
40	newlook	uk	female	1.0400					0.8700	16/M,L
60	newlook	uk	female	1.1200					0.9400	18
-60	newlook	uk	male	0.8350	0.3800				0.7350	XS
-40	newlook	uk	male	0.9150	0.4000				0.7850	S
-20	newlook	uk	male	0.4950	0.4100				0.8350	M
0	newlook	uk	male	1.0650	0.4400				0.8850	L
20	newlook	uk	male	1.1450	0.4625				0.9350	XL
40	newlook	uk	male	1.2150	0.4775				0.9900	XXL
-120	next	europe	female	0.8000					0.6500	34/XS
-100	next	europe	female	0.8400					0.6750	36/S
-80	next	europe	female	0.8650					0.7100	38/S
-60	next	europe	female	0.9000					0.7400	40/M
-40	next	europe	female	0.9400					0.7900	42/M
-20	next	europe	female	0.9900					0.8400	44/L
0	next	europe	female	1.0400					0.9150	46/L
20	next	europe	female	1.0900					0.9900	48/XL
40	next	europe	female	1.1400					1.0300	50/XL
60	next	europe	female	1.2300					1.0900	52
80	next	europe	female	1.2800					1.1600	54
100	next	europe	female	1.3300					1.2300	56
-120	next	australia	female	0.8000					0.6500	4/XS
-100	next	australia	female	0.8400					0.6750	6/S
-80	next	australia	female	0.8650					0.7100	8/S
-60	next	australia	female	0.9000					0.7400	10/M
-40	next	australia	female	0.9400					0.7900	12/M
-20	next	australia	female	0.9900					0.8400	14/L
0	next	australia	female	1.0400					0.9150	16/L
20	next	australia	female	1.0900					0.9900	18/XL
40	next	australia	female	1.1400					1.0300	20/XL
60	next	australia	female	1.2300					1.0900	22
80	next	australia	female	1.2800					1.1600	24
100	next	australia	female	1.3300					1.2300	26
-120	next	us	female	0.8000					0.6500	2/XS
-100	next	us	female	0.8400					0.6750	4/S
-80	next	us	female	0.8650					0.7100	6/S
-60	next	us	female	0.9000					0.7400	8/M
-40	next	us	female	0.9400					0.7900	10/M
-20	next	us	female	0.9900					0.8400	12/L
0	next	us	female	1.0400					0.9150	14/L
20	next	us	female	1.0900					0.9900	16/XL
40	next	us	female	1.1400					1.0300	18/XL
60	next	us	female	1.2300					1.0900	20
80	next	us	female	1.2800					1.1600	22
100	next	us	female	1.3300					1.2300	24
-120	next	newzealand	female	0.8000					0.6500	4/XS
-100	next	newzealand	female	0.8400					0.6750	6/S
-80	next	newzealand	female	0.8650					0.7100	8/S
-60	next	newzealand	female	0.9000					0.7400	10/M
-40	next	newzealand	female	0.9400					0.7900	12/M
-20	next	newzealand	female	0.9900					0.8400	14/L
0	next	newzealand	female	1.0400					0.9150	16/L
20	next	newzealand	female	1.0900					0.9900	18/XL
40	next	newzealand	female	1.1400					1.0300	20/XL
60	next	newzealand	female	1.2300					1.0900	22
80	next	newzealand	female	1.2800					1.1600	24
100	next	newzealand	female	1.3300					1.2300	26
-120	next	uk	female	0.8000					0.6500	6/XS
-100	next	uk	female	0.8400					0.6750	8/S
-80	next	uk	female	0.8650					0.7100	10/S
-60	next	uk	female	0.9000					0.7400	12/M
-40	next	uk	female	0.9400					0.7900	14/M
-20	next	uk	female	0.9900					0.8400	16/L
0	next	uk	female	1.0400					0.9150	18/L
20	next	uk	female	1.0900					0.9900	20/XL
40	next	uk	female	1.1400					1.0300	22/XL
60	next	uk	female	1.2300					1.0900	24
80	next	uk	female	1.2800					1.1600	26
100	next	uk	female	1.3300					1.2300	28
-80	next	uk	male	0.8636	0.3556	0.8446	0.7303			XS
-60	next	uk	male	0.9398	0.3810	0.8700	0.7493			S
-40	next	uk	male	1.0160	0.4064	0.8953	0.7684			M
-20	next	uk	male	1.0922	0.4318	0.9208	0.7874			L
0	next	uk	male	1.1684	0.4572	0.9398	0.8128			XL
20	next	uk	male	1.2446	0.4826	0.9716	0.8319			2XL
40	next	uk	male	1.3208	0.5080	0.9970	0.8509			3XL
60	next	uk	male	1.3970	0.5334	1.0224	0.8700			4XL
-60	oasis	europe	female	0.8050					0.6250	32/XS
-40	oasis	europe	female	0.8300					0.6500	34/XS
-20	oasis	europe	female	0.8800					0.7000	36/S
0	oasis	europe	female	0.9200					0.7400	38/M
20	oasis	europe	female	0.9700					0.7900	40/L
40	oasis	europe	female	1.0200					0.8400	42/L
60	oasis	europe	female	1.0700					0.8900	44/XL
-60	oasis	us	female	0.8050					0.6250	4/XS
-40	oasis	us	female	0.8300					0.6500	6/XS
-20	oasis	us	female	0.8800					0.7000	8/S
0	oasis	us	female	0.9200					0.7400	10/M
20	oasis	us	female	0.9700					0.7900	12/L
40	oasis	us	female	1.0200					0.8400	14/L
60	oasis	us	female	1.0700					0.8900	16/XL
-60	oasis	uk	female	0.8050					0.6250	6/XS
-40	oasis	uk	female	0.8300					0.6500	8/XS
-20	oasis	uk	female	0.8800					0.7000	10/S
0	oasis	uk	female	0.9200					0.7400	12/M
20	oasis	uk	female	0.9700					0.7900	14/L
40	oasis	uk	female	1.0200					0.8400	16/L
60	oasis	uk	female	1.0700					0.8900	18/XL
-80	phaseeight	netherlands	female	0.7600					0.5900	32,34/XS
-60	phaseeight	netherlands	female	0.8100					0.6400	34,36/XS,S
-40	phaseeight	netherlands	female	0.8600					0.6900	36,38/S,M
-20	phaseeight	netherlands	female	0.9100					0.7400	38,40/M,L
0	phaseeight	netherlands	female	0.9600					0.7900	40,42/L,XL
20	phaseeight	netherlands	female	1.0100					0.8400	42,44/XL
40	phaseeight	netherlands	female	1.0600					0.8900	44,46
60	phaseeight	netherlands	female	1.1100					0.9400	46,48
-80	phaseeight	sweden	female	0.7600					0.5900	34/XS
-60	phaseeight	sweden	female	0.8100					0.6400	36/XS,S
-40	phaseeight	sweden	female	0.8600					0.6900	38/S,M
-20	phaseeight	sweden	female	0.9100					0.7400	40/M,L
0	phaseeight	sweden	female	0.9600					0.7900	42/L,XL
20	phaseeight	sweden	female	1.0100					0.8400	44/XL
40	phaseeight	sweden	female	1.0600					0.8900	46
60	phaseeight	sweden	female	1.1100					0.9400	48
-80	phaseeight	france	female	0.7600					0.5900	34/XS
-60	phaseeight	france	female	0.8100					0.6400	36/XS,S
-40	phaseeight	france	female	0.8600					0.6900	38/S,M
-20	phaseeight	france	female	0.9100					0.7400	40/M,L
0	phaseeight	france	female	0.9600					0.7900	42/L,XL
20	phaseeight	france	female	1.0100					0.8400	44/XL
40	phaseeight	france	female	1.0600					0.8900	46
60	phaseeight	france	female	1.1100					0.9400	48
-80	phaseeight	belgium	female	0.7600					0.5900	34/XS
-60	phaseeight	belgium	female	0.8100					0.6400	36/XS,S
-40	phaseeight	belgium	female	0.8600					0.6900	38/S,M
-20	phaseeight	belgium	female	0.9100					0.7400	40/M,L
0	phaseeight	belgium	female	0.9600					0.7900	42/L,XL
20	phaseeight	belgium	female	1.0100					0.8400	44/XL
40	phaseeight	belgium	female	1.0600					0.8900	46
60	phaseeight	belgium	female	1.1100					0.9400	48
-80	phaseeight	austria	female	0.7600					0.5900	32/XS
-60	phaseeight	austria	female	0.8100					0.6400	34/XS,S
-40	phaseeight	austria	female	0.8600					0.6900	36/S,M
-20	phaseeight	austria	female	0.9100					0.7400	38/M,L
0	phaseeight	austria	female	0.9600					0.7900	40/L,XL
20	phaseeight	austria	female	1.0100					0.8400	42/XL
40	phaseeight	austria	female	1.0600					0.8900	44
60	phaseeight	austria	female	1.1100					0.9400	46
-80	phaseeight	germany	female	0.7600					0.5900	32/XS
-60	phaseeight	germany	female	0.8100					0.6400	34/XS,S
-40	phaseeight	germany	female	0.8600					0.6900	36/S,M
-20	phaseeight	germany	female	0.9100					0.7400	38/M,L
0	phaseeight	germany	female	0.9600					0.7900	40/L,XL
20	phaseeight	germany	female	1.0100					0.8400	42/XL
40	phaseeight	germany	female	1.0600					0.8900	44
60	phaseeight	germany	female	1.1100					0.9400	46
-80	phaseeight	uk	female	0.7600					0.5900	6/XS
-60	phaseeight	uk	female	0.8100					0.6400	8/XS,S
-40	phaseeight	uk	female	0.8600					0.6900	10/S,M
-20	phaseeight	uk	female	0.9100					0.7400	12/M,L
0	phaseeight	uk	female	0.9600					0.7900	14/L,XL
20	phaseeight	uk	female	1.0100					0.8400	16/XL
40	phaseeight	uk	female	1.0600					0.8900	18
60	phaseeight	uk	female	1.1100					0.9400	20
-80	phaseeight	switzerland	female	0.7600					0.5900	32/XS
-60	phaseeight	switzerland	female	0.8100					0.6400	34/XS,S
-40	phaseeight	switzerland	female	0.8600					0.6900	36/S,M
-20	phaseeight	switzerland	female	0.9100					0.7400	38/M,L
0	phaseeight	switzerland	female	0.9600					0.7900	40/L,XL
20	phaseeight	switzerland	female	1.0100					0.8400	42/XL
40	phaseeight	switzerland	female	1.0600					0.8900	44
60	phaseeight	switzerland	female	1.1100					0.9400	46
-80	phaseeight	spain	female	0.7600					0.5900	34/XS
-60	phaseeight	spain	female	0.8100					0.6400	36/XS,S
-40	phaseeight	spain	female	0.8600					0.6900	38/S,M
-20	phaseeight	spain	female	0.9100					0.7400	40/M,L
0	phaseeight	spain	female	0.9600					0.7900	42/L,XL
20	phaseeight	spain	female	1.0100					0.8400	44/XL
40	phaseeight	spain	female	1.0600					0.8900	46
60	phaseeight	spain	female	1.1100					0.9400	48
-60	planet	europe	female	0.8900					0.7400	34/XS
-40	planet	europe	female	0.9300					0.7800	36/S
-20	planet	europe	female	0.9700					0.8200	38/M
0	planet	europe	female	1.0200					0.8700	40/M
20	planet	europe	female	1.0700					0.9200	42/L
40	planet	europe	female	1.1300					0.9800	44/XL
60	planet	europe	female	1.1900					1.0400	46/XL
-60	planet	us	female	0.8900					0.7400	6/XS
-40	planet	us	female	0.9300					0.7800	8/S
-20	planet	us	female	0.9700					0.8200	10/M
0	planet	us	female	1.0200					0.8700	12/M
20	planet	us	female	1.0700					0.9200	14/L
40	planet	us	female	1.1300					0.9800	16/XL
60	planet	us	female	1.1900					1.0400	18/XL
-60	planet	uk	female	0.8900					0.7400	8/XS
-40	planet	uk	female	0.9300					0.7800	10/S
-20	planet	uk	female	0.9700					0.8200	12/M
0	planet	uk	female	1.0200					0.8700	14/M
20	planet	uk	female	1.0700					0.9200	16/L
40	planet	uk	female	1.1300					0.9800	18/XL
60	planet	uk	female	1.1900					1.0400	20/XL
-60	precis	europe	female	0.8100					0.6200	32/XS
-40	precis	europe	female	0.8500					0.6600	34/XS
-20	precis	europe	female	0.8900					0.7000	36/S
0	precis	europe	female	0.9300					0.7400	38/M
20	precis	europe	female	0.9800					0.7900	40/M
40	precis	europe	female	1.0300					0.8400	42/L
60	precis	europe	female	1.0800					0.8900	44/XL
-60	precis	us	female	0.8100					0.6200	4/XS
-40	precis	us	female	0.8500					0.6600	6/XS
-20	precis	us	female	0.8900					0.7000	8/S
0	precis	us	female	0.9300					0.7400	10/M
20	precis	us	female	0.9800					0.7900	12/M
40	precis	us	female	1.0300					0.8400	14/L
60	precis	us	female	1.0800					0.8900	16/XL
-60	precis	uk	female	0.8100					0.6200	6/XS
-40	precis	uk	female	0.8500					0.6600	8/XS
-20	precis	uk	female	0.8900					0.7000	10/S
0	precis	uk	female	0.9300					0.7400	12/M
20	precis	uk	female	0.9800					0.7900	14/M
40	precis	uk	female	1.0300					0.8400	16/L
60	precis	uk	female	1.0800					0.8900	18/XL
-60	quiz	europe	female	0.7700				0.8300		34/XS
-40	quiz	europe	female	0.8200				0.8800		36/XS,S
-20	quiz	europe	female	0.8700				0.9300		38/S,M
0	quiz	europe	female	0.9200				0.9800		40/M,L
20	quiz	europe	female	0.9700				1.0300		42/L,XL
40	quiz	europe	female	1.0200				1.0800		44/XL
60	quiz	europe	female	1.0700				1.1300		46
-60	quiz	us	female	0.7700				0.8300		2/XS
-40	quiz	us	female	0.8200				0.8800		4/XS,S
-20	quiz	us	female	0.8700				0.9300		6/S,M
0	quiz	us	female	0.9200				0.9800		8/M,L
20	quiz	us	female	0.9700				1.0300		10/L,XL
40	quiz	us	female	1.0200				1.0800		12/XL
60	quiz	us	female	1.0700				1.1300		14
-60	quiz	uk	female	0.7700				0.8300		6/XS
-40	quiz	uk	female	0.8200				0.8800		8/XS,S
-20	quiz	uk	female	0.8700				0.9300		10/S,M
0	quiz	uk	female	0.9200				0.9800		12/M,L
20	quiz	uk	female	0.9700				1.0300		14/L,XL
40	quiz	uk	female	1.0200				1.0800		16/XL
60	quiz	uk	female	1.0700				1.1300		18
-40	ralphloren	us	male	0.8900	0.3625	0.8275			0.7350	S
-20	ralphloren	us	male	0.9900	0.3875	0.8525			0.8250	M
0	ralphloren	us	male	1.0950	0.4125	0.8775			0.9275	L
20	ralphloren	us	male	1.1950	0.4375	0.9025			1.0400	XL
40	ralphloren	us	male	1.2950	0.4625	0.9275			1.1175	XXL
-40	ralphloren	uk	male	0.8900	0.3625	0.8275			0.7350	34
-20	ralphloren	uk	male	0.9900	0.3875	0.8525			0.8250	36,38
0	ralphloren	uk	male	1.0950	0.4125	0.8775			0.9275	40
20	ralphloren	uk	male	1.1950	0.4375	0.9025			1.0400	42,44
40	ralphloren	uk	male	1.2950	0.4625	0.9275			1.1175	46
-160	regatta	netherlands	female	0.7600					0.5800	32
-140	regatta	netherlands	female	0.8100					0.6300	34
-120	regatta	netherlands	female	0.8600					0.6800	36
-100	regatta	netherlands	female	0.9200					0.7400	38
-80	regatta	netherlands	female	0.9700					0.7900	40
-60	regatta	netherlands	female	1.0200					0.8400	42
-40	regatta	netherlands	female	1.0900					0.9100	44
-20	regatta	netherlands	female	1.1400					0.9600	46
0	regatta	netherlands	female	1.2200					1.0400	48
20	regatta	netherlands	female	1.2700					1.0900	50
40	regatta	netherlands	female	1.3200					1.1400	52
60	regatta	netherlands	female	1.3700					1.1900	54
80	regatta	netherlands	female	1.4200					1.2400	56
100	regatta	netherlands	female	1.4700					1.2900	58
120	regatta	netherlands	female	1.5200					1.3500	60
140	regatta	netherlands	female	1.5800					1.4000	62
-160	regatta	italy	female	0.7600					0.5800	38
-140	regatta	italy	female	0.8100					0.6300	40
-120	regatta	italy	female	0.8600					0.6800	42
-100	regatta	italy	female	0.9200					0.7400	44
-80	regatta	italy	female	0.9700					0.7900	46
-60	regatta	italy	female	1.0200					0.8400	48
-40	regatta	italy	female	1.0900					0.9100	50
-20	regatta	italy	female	1.1400					0.9600	52
0	regatta	italy	female	1.2200					1.0400	54
20	regatta	italy	female	1.2700					1.0900	56
40	regatta	italy	female	1.3200					1.1400	58
60	regatta	italy	female	1.3700					1.1900	60
80	regatta	italy	female	1.4200					1.2400	62
100	regatta	italy	female	1.4700					1.2900	64
120	regatta	italy	female	1.5200					1.3500	66
140	regatta	italy	female	1.5800					1.4000	68
-160	regatta	portugal	female	0.7600					0.5800	34
-140	regatta	portugal	female	0.8100					0.6300	36
-120	regatta	portugal	female	0.8600					0.6800	38
-100	regatta	portugal	female	0.9200					0.7400	40
-80	regatta	portugal	female	0.9700					0.7900	42
-60	regatta	portugal	female	1.0200					0.8400	44
-40	regatta	portugal	female	1.0900					0.9100	46
-20	regatta	portugal	female	1.1400					0.9600	48
0	regatta	portugal	female	1.2200					1.0400	50
20	regatta	portugal	female	1.2700					1.0900	52
40	regatta	portugal	female	1.3200					1.1400	54
60	regatta	portugal	female	1.3700					1.1900	56
80	regatta	portugal	female	1.4200					1.2400	58
100	regatta	portugal	female	1.4700					1.2900	60
120	regatta	portugal	female	1.5200					1.3500	62
140	regatta	portugal	female	1.5800					1.4000	64
-160	regatta	france	female	0.7600					0.5800	34
-140	regatta	france	female	0.8100					0.6300	36
-120	regatta	france	female	0.8600					0.6800	38
-100	regatta	france	female	0.9200					0.7400	40
-80	regatta	france	female	0.9700					0.7900	42
-60	regatta	france	female	1.0200					0.8400	44
-40	regatta	france	female	1.0900					0.9100	46
-20	regatta	france	female	1.1400					0.9600	48
0	regatta	france	female	1.2200					1.0400	50
20	regatta	france	female	1.2700					1.0900	52
40	regatta	france	female	1.3200					1.1400	54
60	regatta	france	female	1.3700					1.1900	56
80	regatta	france	female	1.4200					1.2400	58
100	regatta	france	female	1.4700					1.2900	60
120	regatta	france	female	1.5200					1.3500	62
140	regatta	france	female	1.5800					1.4000	64
-160	regatta	belgium	female	0.7600					0.5800	32
-140	regatta	belgium	female	0.8100					0.6300	34
-120	regatta	belgium	female	0.8600					0.6800	36
-100	regatta	belgium	female	0.9200					0.7400	38
-80	regatta	belgium	female	0.9700					0.7900	40
-60	regatta	belgium	female	1.0200					0.8400	42
-40	regatta	belgium	female	1.0900					0.9100	44
-20	regatta	belgium	female	1.1400					0.9600	46
0	regatta	belgium	female	1.2200					1.0400	48
20	regatta	belgium	female	1.2700					1.0900	50
40	regatta	belgium	female	1.3200					1.1400	52
60	regatta	belgium	female	1.3700					1.1900	54
80	regatta	belgium	female	1.4200					1.2400	56
100	regatta	belgium	female	1.4700					1.2900	58
120	regatta	belgium	female	1.5200					1.3500	60
140	regatta	belgium	female	1.5800					1.4000	62
-160	regatta	austria	female	0.7600					0.5800	32
-140	regatta	austria	female	0.8100					0.6300	34
-120	regatta	austria	female	0.8600					0.6800	36
-100	regatta	austria	female	0.9200					0.7400	38
-80	regatta	austria	female	0.9700					0.7900	40
-60	regatta	austria	female	1.0200					0.8400	42
-40	regatta	austria	female	1.0900					0.9100	44
-20	regatta	austria	female	1.1400					0.9600	46
0	regatta	austria	female	1.2200					1.0400	48
20	regatta	austria	female	1.2700					1.0900	50
40	regatta	austria	female	1.3200					1.1400	52
60	regatta	austria	female	1.3700					1.1900	54
80	regatta	austria	female	1.4200					1.2400	56
100	regatta	austria	female	1.4700					1.2900	58
120	regatta	austria	female	1.5200					1.3500	60
140	regatta	austria	female	1.5800					1.4000	62
-160	regatta	germany	female	0.7600					0.5800	32
-140	regatta	germany	female	0.8100					0.6300	34
-120	regatta	germany	female	0.8600					0.6800	36
-100	regatta	germany	female	0.9200					0.7400	38
-80	regatta	germany	female	0.9700					0.7900	40
-60	regatta	germany	female	1.0200					0.8400	42
-40	regatta	germany	female	1.0900					0.9100	44
-20	regatta	germany	female	1.1400					0.9600	46
